NEAREST_AGENCY_DISTANCE,NEAREST_AGENCY_DUREE,NEAREST_AGENCY_LABEL,ZIP_CODE
43665,37.616666667,Lorient,56110
71215,45,Rouen,76210
48280,48,Dijon,70600
103026,66,Rouen,80540
82750,65,Lyon,42470
78470,60,Metz,54160
142028,91,Clermont-Ferrand,18270
64766,47,Grenoble,38930
6088,7,Reims,51100
43722,59,Sainte-Geneviève-des-Bois,91930
5017,6.9,Lorient,56850
167052,114,Toulouse,12630
17307,14,Strasbourg,67840
79093,58,Melun,10400
127558,83,Metz,55310
118493,86,Melun,89350
56000,57,Nemours,77650
42539,35,Caen,14340
187223,112,Bordeaux,32370
153231,145,Nice,4540
91670,81,Donzère (reprise uniquement),7270
54536,44,Reims,2370
152946,95,Bordeaux,40100
187193,116,Bordeaux,24120
95907,68,Toulouse,82110
30334,23,Strasbourg,67770
16096,34,Sainte-Geneviève-des-Bois,91630
91187,65,Les Ulis,45480
31413,32,Clermont-Ferrand,63970
129409,92,Reims,52130
75722,52,Caen,50480
109077,75,Clermont-Ferrand,42620
50515,43.116666667,Tours,41150
19760,37,Saint-Germain-en-Laye,78590
14732,12,Nice,6730
158215,100,Dijon,10210
78205,56,Metz,54840
51131,49.716666667,Lorient,56480
10671,13,Montpellier,34740
46930,35,Clermont-Ferrand,63440
59102,42,Lille,59670
97669,68.266666667,Les Ulis,28140
114800,76,Dijon,71470
150654,101,Bordeaux,40240
65118,44,Lille,59295
176347,102,Bordeaux,40130
3691,18,Bordeaux,33110
36579,53,Paris,95380
88930,80,Toulouse,32380
30810,22,Metz,57925
143874,100,Dijon,58190
53217,33,Annecy,74140
56824,44,Rouen,76490
100633,71,Toulouse,81350
68294,46.316666667,Brest,29610
37119,34.216666667,Lorient,56320
47370,46,Toulouse,81700
28081,31,Mougins,6460
24746,20,Rouen,76530
81305,48,Lille,80360
77909,56,Aix-en-Provence,4870
89843,68,Lyon,39320
15270,14,Toulon,83320
27565,44,Paris,93470
63623,43,Metz,54180
102325,73,Donzère (reprise uniquement),7410
138189,103,Clermont-Ferrand,43700
69917,40,Dijon,52200
112720,64,Clermont-Ferrand,36140
101623,62.433333333,Tours,72370
138983,93,Toulouse,12120
109981,77,Nantes,79430
194812,117,Toulouse,64510
128453,100,Toulouse,32320
92194,73,Annecy,39370
14886,14,Metz,57365
20494,38,Lyon,69450
80758,58.7,Nantes,44117
4383,21,Les Ulis,91940
18538,36,Toulouse,31140
17932,16,Clermont-Ferrand,63720
66571,47.983333333,Brest,29252
145613,101,Strasbourg,68820
53371,35,Metz,57150
169578,103,Clermont-Ferrand,19550
101775,62,Dijon,25220
76984,53,Metz,54550
13631,15,Caen,14930
31647,30,Grenoble,38144
31820,19,Avignon,84420
78025,62.55,Tours,49390
164031,105,Clermont-Ferrand,58000
73678,58,Lille,59288
1508,10,Cergy-Pontoise,95650
109883,80,Caen,50760
35024,29,Grenoble,38620
123589,85.983333333,Rennes,53110
41000,41,Nemours,77148
171766,120,Bordeaux,17370
68399,58,Avignon,84400
50317,37,Caen,14800
74188,56,Lyon,42150
116588,78.066666667,Tours,72540
69000,44,Poitiers,37160
19629,15,Grenoble,38500
113441,64,Lille,80170
39912,32,Montpellier,34140
8890,8,Rouen,76350
120765,84,Rouen,80410
48000,31,Nemours,45700
9568,11,Rouen,76420
88011,59.266666667,Lorient,22150
108185,72,Reims,77510
59499,43.083333333,Rennes,22230
38276,31,Bordeaux,33710
91657,67,Lille,80113
25907,43,Les Ulis,78990
51028,40,Lyon,69620
99190,80.266666667,Lorient,22720
228300,130,Clermont-Ferrand,87260
95160,82,Toulouse,9230
18531,36,Paris,94170
114684,78.066666667,Rennes,22680
118891,68,Montpellier,11490
56808,71,Melun,77120
45160,41.816666667,Rouen,27890
8754,11,Mougins,6110
77772,54.066666667,Les Ulis,28300
26841,22,Clermont-Ferrand,63450
72644,67,Dijon,70120
109445,93,Clermont-Ferrand,43500
156049,103,Bordeaux,17320
56432,38,Metz,54320
138254,85,Lille,62200
71204,56,Clermont-Ferrand,63630
32897,28,Toulouse,31600
157016,91,Clermont-Ferrand,48130
93971,67,Donzère (reprise uniquement),26190
41711,37,Lyon,1990
79384,47,Rennes,50300
49883,50.2,Nantes,44110
23078,17,Caen,14670
60782,52,Annecy,1710
62112,76,Saint-Germain-en-Laye,78113
74169,59.316666667,Nantes,44730
26510,22.266666667,Rouen,27100
60491,54.95,Brest,29160
116029,71,Clermont-Ferrand,42120
41504,41,Reims,51480
111813,72,Caen,50470
21864,39,Toulouse,31780
100357,64.783333333,Tours,72190
4907,4,Avignon,84270
94537,70,Lyon,42170
55556,37,Strasbourg,57370
77882,60,Rennes,50600
40191,31.866666667,Lorient,29930
92769,63,Rennes,50370
95148,58,Reims,2800
165674,111,Toulouse,12740
9701,9,Reims,51360
179998,100,Montpellier,66160
107287,78,Caen,50260
88667,54,Les Ulis,45410
11921,30,Paris,92150
193885,127,Toulouse,65700
29304,46,Toulouse,31880
68841,58,Annecy,1170
82300,53,Toulouse,81990
106792,96,Montpellier,48370
159466,112,Montpellier,11350
31918,26,Nantes,44620
120302,70,Lille,80134
64178,40,Metz,57600
90398,58,Caen,50490
64301,52,Clermont-Ferrand,63700
28289,35.65,Brest,29217
47347,40,Dijon,21580
97587,67,Clermont-Ferrand,43230
113950,81,Clermont-Ferrand,42720
21931,39,Melun,77166
48694,37,Lille,59247
44471,36.066666667,Rennes,35133
67587,55.733333333,Rouen,27470
13631,15,Avignon,30131
7788,9,Tours,37000
20017,16,Avignon,13440
103455,63,Montpellier,11110
78810,54,Reims,2570
133567,83,Lille,62126
47210,39,Bordeaux,33650
29000,30,Poitiers,86470
15828,33,Melun,91750
32148,29,Dijon,21470
49907,40,Lille,59880
65929,44,Bordeaux,33210
191783,115,Montpellier,66660
61846,47,Lyon,69490
76028,55,Caen,14590
48271,36.383333333,Les Ulis,28320
109977,66,Clermont-Ferrand,3000
122817,75,Aix-en-Provence,5300
41297,31,Strasbourg,67660
141327,93,Metz,88550
72845,68,Avignon,84390
129725,86,Dijon,25530
38162,34,Lille,59158
158610,112,Dijon,25130
22505,40,Saint-Germain-en-Laye,78770
67326,49,Rouen,76880
51849,37,Lille,62182
20181,16,Strasbourg,67114
57683,38,Montpellier,30128
154330,101,Toulouse,12000
127433,108,Tours,36130
168807,108,Melun,18300
46000,23,Poitiers,79390
16210,34,Paris,93210
61229,55.566666667,Tours,72800
90000,70,Poitiers,36290
155735,96,Clermont-Ferrand,48700
27099,23,Lille,59850
79227,53,Nantes,85280
98602,79,Lille,62390
76144,47,Annecy,1300
45757,41,Mougins,83380
68192,48,Rouen,76510
21503,39,Toulouse,31770
82849,60.75,Tours,41110
10109,9,Donzère (reprise uniquement),26700
85192,61,Nantes,79700
94469,83,Donzère (reprise uniquement),7320
134935,90,Toulouse,46140
107359,69.1,Tours,72290
33072,29,Montpellier,30250
66909,47,Dijon,21590
227153,152,Bordeaux,87700
26031,17,Caen,14400
80138,57,Annecy,74260
54332,38.283333333,Nantes,49740
12789,15.05,Lorient,56670
64514,45.933333333,Rennes,53320
144521,99,Melun,18260
106327,71.35,Rennes,53440
95231,90,Donzère (reprise uniquement),5150
152871,103,Bordeaux,24530
43758,59,Paris,95470
19084,18,Avignon,84150
63694,46.166666667,Rennes,35660
67930,63,Melun,77560
111482,75.133333333,Rennes,53300
145297,100,Nantes,17180
41578,36,Caen,14220
65906,51.916666667,Rennes,53350
73832,52,Bordeaux,33540
105781,66,Bordeaux,47250
77104,70,Dijon,70130
90738,64,Dijon,71370
84552,56,Dijon,25320
38000,46,Poitiers,86350
159458,98,Bordeaux,40280
183462,114,Bordeaux,40390
57595,53,Toulon,83580
105192,74,Clermont-Ferrand,43270
156806,111,Toulouse,65590
102922,73.766666667,Rennes,22430
23304,40,Paris,95400
34259,51,Les Ulis,78610
251715,140,Clermont-Ferrand,87100
158239,109,Dijon,71760
95157,64,Rouen,80210
27283,21,Grenoble,38960
207009,123,Clermont-Ferrand,19230
37756,29,Strasbourg,67110
37008,53,Lyon,69670
34615,23,Annecy,74800
16309,15.45,Rennes,35250
2939,15,Paris,92240
14916,16,Lille,59235
73955,58,Clermont-Ferrand,63480
8023,26,Paris,75010
6636,8,Montpellier,34970
94274,59,Clermont-Ferrand,42260
75713,50,Lyon,26140
79643,47.216666667,Nantes,49220
8836,27,Sainte-Geneviève-des-Bois,91260
131967,94,Aix-en-Provence,4420
133949,83,Toulouse,65330
152955,91,Aix-en-Provence,5000
18736,36,Paris,92000
37464,29,Toulouse,31340
6569,8,Avignon,84140
170275,112,Montpellier,12130
136757,90,Montpellier,11360
136503,88,Strasbourg,68720
40120,35,Metz,57380
125144,90,Bordeaux,17420
182409,126,Bordeaux,87440
99472,80.533333333,Saint-Germain-en-Laye,28270
25632,22,Metz,54310
123659,85,Nantes,85540
113435,76,Montpellier,12490
95396,83,Annecy,73120
97602,67.416666667,Rennes,22240
61450,46,Metz,54460
155504,97,Dijon,89360
7969,12.55,Nantes,44450
13836,17,Reims,51370
130241,79,Lille,80110
113192,81,Reims,2550
157454,91,Toulouse,65000
139103,88,Nantes,85420
7041,8,Metz,57050
78882,60,Lille,62130
85192,63,Lille,59720
206290,123,Montpellier,66500
64886,51,Reims,8460
81398,58,Lille,59140
61141,41,Annecy,73190
72936,56.65,Saint-Germain-en-Laye,27650
92308,58,Lyon,1270
22062,39,Melun,91490
108875,88,Dijon,25270
7598,26,Lyon,69740
23220,17,Lille,62640
17450,35,Paris,93350
78686,45,Annecy,74920
60170,39,Montpellier,34510
55189,35,Clermont-Ferrand,3140
4853,5,Strasbourg,67550
10262,12,Dijon,21300
63082,42,Metz,55400
140057,102,Lyon,43260
141123,88,Rouen,62170
68893,42,Strasbourg,57116
13541,11,Metz,57176
103197,79,Clermont-Ferrand,15160
35678,27,Lille,62117
39052,29,Lille,59182
33428,26,Lyon,69380
161379,111,Dijon,25570
51150,54,Cergy-Pontoise,60370
56454,40,Lille,62700
18059,17.966666667,Nantes,44120
53139,35,Lille,59293
45494,38.766666667,Rennes,35480
46496,36,Metz,54114
41146,30.033333333,Rouen,27940
11723,11,Strasbourg,67380
81223,65,Reims,8560
67640,41,Strasbourg,57565
1717,2,Metz,57140
9127,27,Cergy-Pontoise,95310
6557,25,Toulouse,31520
65081,49.566666667,Lorient,29970
25810,20,Lille,59128
9547,11,Aix-en-Provence,13480
13842,32,Saint-Germain-en-Laye,78110
23337,18,Aix-en-Provence,13100
11862,30,Sainte-Geneviève-des-Bois,91200
11243,13,Metz,57120
62198,44,Annecy,74890
48196,34,Lille,62000
178618,108,Toulouse,65320
219105,133,Bordeaux,64250
121147,110,Clermont-Ferrand,23150
45131,39,Grenoble,38480
169152,133,Clermont-Ferrand,15250
131502,97,Nantes,79130
44421,39.3,Saint-Germain-en-Laye,27640
43751,42.766666667,Tours,72310
152172,96,Dijon,52230
11523,14,Lille,59239
52930,45,Montpellier,30350
15743,33,Melun,91840
171194,119,Clermont-Ferrand,58270
21712,19,Metz,57175
78081,62,Nantes,85230
15290,33,Paris,92430
90326,65,Lyon,7790
58535,48.083333333,Rennes,56380
6216,25,Paris,94550
71175,47,Rouen,95780
20404,38,Lille,59100
119929,95,Strasbourg,68610
5818,6,Dijon,21490
111689,65,Clermont-Ferrand,19340
46666,34.883333333,Rouen,27490
13293,31,Lyon,69800
99351,58,Nantes,85210
26411,24,Montpellier,34660
11921,30,Paris,92800
92735,56,Lille,80340
21717,21.85,Rennes,35170
133080,79,Strasbourg,68520
21019,38,Paris,95210
43717,27,Donzère (reprise uniquement),26250
48265,34.7,Nantes,44170
92955,57,Lyon,1380
111419,80,Melun,89120
74215,48.333333333,Lorient,22600
147173,87,Clermont-Ferrand,23230
59266,38,Lille,59121
90671,80,Grenoble,73530
146189,85,Aix-en-Provence,5130
23486,15,Metz,57110
123672,101,Mougins,4120
15000,8,Poitiers,86360
53879,37,Lyon,1160
159569,105,Bordeaux,17550
74723,52.116666667,Nantes,49290
121591,79,Lyon,39170
27520,44,Paris,77500
78354,56,Rouen,78111
11135,10,Caen,14740
79203,62,Donzère (reprise uniquement),7190
56174,44.966666667,Brest,29250
68176,50,Metz,55230
64672,68,Toulouse,81110
78790,48,Metz,57915
100088,65.166666667,Rennes,22440
54907,38,Clermont-Ferrand,3110
23985,24.266666667,Nantes,44610
36483,42,Donzère (reprise uniquement),30760
124108,121,Donzère (reprise uniquement),48300
194614,125,Aix-en-Provence,4340
40433,56,Melun,77131
21157,20,Rouen,76500
104946,82,Melun,45460
45139,34,Lyon,1320
171614,123,Toulouse,66800
183850,115,Melun,58350
145074,88,Dijon,10360
169111,100,Strasbourg,90140
38304,28,Grenoble,38530
29744,28,Grenoble,38450
39445,33.716666667,Rouen,27430
87512,57,Dijon,71620
107331,65,Aix-en-Provence,4290
100850,74,Toulouse,82250
65771,64,Avignon,13280
112274,73,Metz,88440
15170,17,Aix-en-Provence,13105
74849,55,Rouen,76630
104654,80,Annecy,74360
154216,88,Dijon,88800
30889,23,Lille,62320
97509,61.916666667,Tours,72460
4339,21,Melun,77000
91435,67.883333333,Rennes,22550
8324,8,Annecy,74650
156828,89,Montpellier,66250
48528,32,Lille,59215
136035,86,Strasbourg,68870
201960,117,Toulouse,64140
42597,58,Cergy-Pontoise,60260
98754,60,Montpellier,11100
17481,35,Paris,78000
86271,61,Caen,50150
35864,27,Lorient,56310
75666,74,Grenoble,38520
58731,46.933333333,Saint-Germain-en-Laye,27780
14277,15,Montpellier,34880
112438,79,Melun,89110
75478,50,Strasbourg,68630
81964,52,Bordeaux,24700
26293,29,Lille,62840
173764,141,Clermont-Ferrand,12600
32226,31,Aix-en-Provence,13450
156868,96,Bordeaux,17330
10291,28,Sainte-Geneviève-des-Bois,91310
46421,34,Grenoble,73800
203668,141,Toulouse,46190
42150,31,Rouen,76940
63236,40,Metz,57450
137595,93,Montpellier,12620
49838,35.033333333,Rouen,27680
131958,103,Metz,55130
90619,66.283333333,Brest,29100
46011,34,Clermont-Ferrand,63490
29576,24,Avignon,84330
172058,115,Metz,88340
65242,79,Paris,60800
191657,136,Clermont-Ferrand,87460
77870,50,Dijon,71380
25560,42,Paris,93600
30570,47,Cergy-Pontoise,95340
155990,94,Lille,62187
185157,117,Melun,18140
151031,106,Dijon,58140
78934,44,Rouen,78440
44759,40,Montpellier,30114
210131,132,Montpellier,66150
90209,64,Clermont-Ferrand,42890
105208,99,Donzère (reprise uniquement),7470
80821,57,Lyon,7340
51081,37.816666667,Rennes,35320
46290,38,Dijon,21220
107333,63,Les Ulis,45750
106714,66,Lyon,71700
47898,33,Bordeaux,17210
129943,81,Toulouse,47480
157943,107,Bordeaux,47290
52819,35,Lille,62940
159882,92,Montpellier,66100
145676,108,Montpellier,12720
39959,37,Toulon,83143
87916,63,Toulouse,31360
36238,25,Lille,62750
139570,82,Strasbourg,68128
82078,62.066666667,Rennes,53230
130621,81,Strasbourg,68490
29154,25,Metz,54910
56658,37,Aix-en-Provence,83149
10536,29,Sainte-Geneviève-des-Bois,91810
39357,39,Annecy,1420
43113,27,Metz,57710
131764,104,Toulouse,11340
146327,88,Nantes,79160
187481,131,Bordeaux,17840
48918,38,Lyon,38121
73265,59,Toulouse,82800
156733,92,Strasbourg,90380
25710,26,Montpellier,34590
60890,45,Dijon,21200
81428,53.283333333,Rennes,22400
30635,29.266666667,Lorient,29310
8467,27,Paris,75000
8370,27,Paris,94320
65249,45,Lille,62122
95710,64,Montpellier,34460
14887,14,Rouen,76520
32440,49,Les Ulis,78690
124283,69,Melun,10440
77540,49,Strasbourg,68126
76594,44,Dijon,52210
170302,95,Dijon,25460
31158,48,Lyon,69290
27625,29,Dijon,21640
61175,44,Caen,14230
163961,99,Melun,58150
35806,28,Cergy-Pontoise,60530
89488,66,Clermont-Ferrand,42920
69277,53,Lille,62575
46843,42,Clermont-Ferrand,63590
102359,73,Toulouse,9190
51340,47,Cergy-Pontoise,60850
209541,133,Montpellier,66320
55768,36,Rouen,76640
121182,70,Reims,10600
67732,45,Lille,59277
116569,68,Lille,80910
37361,38,Aix-en-Provence,13008
53000,36,Nemours,45200
83545,55.766666667,Rennes,53950
51904,42,Rouen,76720
48363,64,Paris,77165
56078,44,Rouen,76740
57386,43,Bordeaux,17270
27409,25,Metz,57935
97129,61,Nantes,85480
81164,60,Cergy-Pontoise,60690
121132,65,Dijon,10310
160650,107,Montpellier,48500
136950,91,Toulouse,46150
38966,55,Cergy-Pontoise,60820
86586,54,Rouen,76600
105677,74,Reims,2700
165554,102,Aix-en-Provence,5190
145102,113,Melun,89480
104495,74,Clermont-Ferrand,42640
139250,82,Strasbourg,68300
10940,29,Melun,77115
45263,28,Lille,62156
183065,108,Bordeaux,40440
174887,109,Clermont-Ferrand,19470
74808,49,Nantes,85170
181205,125,Toulouse,24250
35450,29.75,Brest,29440
105494,69,Metz,54950
22830,18,Metz,54980
53128,45.4,Brest,29150
20861,38,Sainte-Geneviève-des-Bois,91510
40000,39,Poitiers,86510
56470,53,Dijon,70180
21683,21,Strasbourg,67115
16106,34,Saint-Germain-en-Laye,78160
103121,64,Caen,50290
134304,83,Clermont-Ferrand,18210
91609,63,Metz,57200
115574,77.583333333,Rennes,22410
81827,68,Nantes,85350
54832,69,Cergy-Pontoise,60180
105784,87.583333333,Saint-Germain-en-Laye,28340
59390,47,Tours,37220
89166,64,Clermont-Ferrand,63420
77957,53,Annecy,74340
100829,74.166666667,Tours,28220
60111,38,Strasbourg,67730
81480,65,Reims,8260
45816,46,Mougins,83520
4790,7,Grenoble,38000
112661,68,Toulouse,31210
115130,80,Nantes,85470
11378,15.2,Nantes,44850
61177,53,Tours,37500
102066,62,Toulouse,82360
22135,39,Cergy-Pontoise,95560
57851,39,Strasbourg,67750
70241,58,Avignon,84750
194732,107,Clermont-Ferrand,19410
25326,25.9,Brest,29880
152126,101,Toulouse,12450
88280,60,Montpellier,11560
119207,81,Reims,52290
52615,33,Grenoble,38160
27819,30,Caen,14960
159178,116,Bordeaux,47170
53445,43,Montpellier,34230
137782,96.383333333,Brest,22860
129288,82,Melun,58450
91935,61,Strasbourg,57930
101258,74,Melun,45530
67965,52,Aix-en-Provence,13118
31785,29,Donzère (reprise uniquement),7580
62251,41,Bordeaux,33470
85175,58,Reims,2270
103976,95,Grenoble,5260
22172,18,Lyon,69970
67055,46,Toulouse,31430
142688,96,Dijon,25690
87421,69,Lille,80560
90907,59,Rouen,76310
32000,31,Nemours,77940
114979,79,Reims,2510
96160,61.45,Rennes,22360
15586,16,Grenoble,38320
120342,80,Bordeaux,16800
72858,67.65,Rouen,27760
111002,75,Bordeaux,47430
85391,54,Clermont-Ferrand,3440
79259,56.45,Rennes,56710
56576,41,Reims,2850
16021,34,Lyon,69140
148635,90,Nantes,79460
97883,70,Melun,10370
22310,39,Paris,78420
55412,36,Annecy,73230
33117,22,Avignon,13750
75196,70,Nice,6540
10509,29,Cergy-Pontoise,95610
78615,53,Nantes,85000
72516,71,Clermont-Ferrand,23700
170749,104,Bordeaux,40510
23490,23.35,Rennes,35410
120232,78,Lyon,71220
176516,107,Melun,58400
27000,19,Nemours,77710
17621,35,Lille,59840
95541,60,Lyon,1851
124069,88,Metz,88630
26328,25.216666667,Rennes,35340
128533,107.7,Saint-Germain-en-Laye,61290
23778,25,Toulouse,31460
76727,48,Metz,57910
92912,59,Lille,62570
45524,39,Nantes,85530
76978,72,Grenoble,5800
88383,60,Reims,8160
14760,33,Saint-Germain-en-Laye,78810
142277,98,Dijon,71320
45420,41,Aix-en-Provence,83640
19443,37,Saint-Germain-en-Laye,78970
64241,59,Donzère (reprise uniquement),7380
11750,30,Lyon,69004
157193,91,Toulouse,65430
75711,53.783333333,Rennes,22770
48000,36,Poitiers,86420
7405,8,Tours,37540
30132,27,Toulon,83230
112814,79,Melun,89113
162787,100,Toulouse,65460
103855,64,Lille,2720
161414,106,Clermont-Ferrand,23350
40941,30.9,Rennes,35500
16589,14,Lille,62590
19434,18,Tours,37380
104176,81,Lyon,71170
48941,39,Bordeaux,33740
29243,28.233333333,Rennes,35160
31914,28.033333333,Nantes,44360
44037,34,Tours,37150
48406,64,Paris,77450
128096,101,Toulouse,32190
81811,62,Lille,59225
52804,48.25,Saint-Germain-en-Laye,28260
180619,121,Bordeaux,40560
114844,99,Clermont-Ferrand,15240
8000,10,Nemours,77780
57253,41.433333333,Lorient,29940
7352,7,Avignon,84320
9660,28,Paris,75116
57985,39.866666667,Rennes,53410
39498,29,Aix-en-Provence,13960
217547,143,Toulouse,65560
92723,81,Tours,36180
121995,80,Toulouse,65150
24586,42,Paris,93700
141642,89,Lille,62230
40638,33.35,Rennes,35460
58343,52,Rouen,60380
25362,23,Metz,54240
123857,75,Bordeaux,47190
13434,13,Metz,57645
19237,15,Avignon,84510
89422,60.133333333,Les Ulis,28150
45043,36,Lille,59410
164580,113,Bordeaux,16310
88960,51,Clermont-Ferrand,63760
113042,77,Metz,55190
53924,36,Metz,54250
8579,10,Annecy,74320
13657,12,Nice,6480
154897,102,Clermont-Ferrand,48310
11429,29,Saint-Germain-en-Laye,78126
15335,14,Aix-en-Provence,13170
90843,54,Toulouse,9000
104984,63,Toulouse,11800
125483,78,Strasbourg,68350
83928,63,Montpellier,34290
18766,20,Caen,14530
35147,51,Paris,95190
21494,21,Nice,6640
17318,17,Caen,14880
138779,97,Clermont-Ferrand,43300
33037,49,Lyon,69126
163872,101,Bordeaux,79360
100057,72,Melun,89300
66227,62,Clermont-Ferrand,63620
73454,52,Bordeaux,24490
103682,66.65,Rennes,22190
145235,101,Metz,88510
169411,96,Bordeaux,17220
87608,52,Reims,8440
23578,41,Saint-Germain-en-Laye,78640
93308,70,Toulouse,31230
59000,58,Nemours,77114
35519,29,Montpellier,34540
123896,84,Bordeaux,24140
11750,30,Lyon,69002
49553,34,Nantes,85600
35737,31.7,Rouen,27520
30514,47,Lyon,69280
115828,75,Rouen,80310
122956,75,Bordeaux,24430
58443,40,Nantes,85260
4476,21,Sainte-Geneviève-des-Bois,91390
100813,82,Annecy,39310
71022,60,Lille,59271
93427,67.85,Les Ulis,28170
112548,85.35,Caen,53140
67000,64,Poitiers,36300
79795,50,Reims,10230
53906,43,Reims,2860
15142,33,Paris,94100
18044,36,Sainte-Geneviève-des-Bois,91790
134102,78,Grenoble,73500
195077,141,Bordeaux,87230
81968,50,Rouen,76700
129095,87,Melun,89530
39447,36,Aix-en-Provence,84240
96501,85,Nantes,85330
2883,5.25,Nantes,44470
68938,40,Donzère (reprise uniquement),26320
152725,92,Lille,62152
22428,23,Clermont-Ferrand,63190
85455,85,Donzère (reprise uniquement),26470
66440,52,Metz,57540
71886,59,Clermont-Ferrand,63680
103325,70,Melun,89320
69207,55,Toulouse,31310
14919,33,Saint-Germain-en-Laye,78380
136908,89,Montpellier,12780
92495,64.533333333,Rennes,22120
143703,100,Strasbourg,68121
8522,10,Clermont-Ferrand,63130
58579,42,Cergy-Pontoise,60510
5572,24,Cergy-Pontoise,95280
4633,5,Caen,14280
144041,119,Toulouse,32110
17775,35,Bordeaux,33270
28281,45,Paris,93420
154330,104,Bordeaux,40400
80170,51.35,Nantes,49000
76554,74.55,Tours,72390
66107,40,Clermont-Ferrand,42430
110678,71,Reims,10240
55968,44,Toulouse,32490
81670,55,Lille,62145
39737,36.2,Tours,41800
33673,27,Tours,37370
26936,20.083333333,Lorient,29300
17531,23,Dijon,21560
97376,70,Caen,50430
161285,100,Bordeaux,40660
182919,129,Bordeaux,17190
136008,93.816666667,Brest,22930
162794,95,Bordeaux,40140
94017,79,Reims,60400
174414,105,Toulouse,65380
11568,30,Paris,94410
17937,35,Melun,77170
110251,95,Dijon,58230
17171,19,Bordeaux,33460
70656,48,Rouen,78710
162394,111,Bordeaux,24300
154009,108,Strasbourg,88540
108862,85,Lyon,42750
9009,10,Rouen,76130
17116,14,Clermont-Ferrand,63910
75209,66.033333333,Caen,61440
165566,115,Dijon,88240
10000,4,Poitiers,86180
76527,60,Lyon,42114
121868,77,Dijon,89630
127209,97,Clermont-Ferrand,3470
60355,49,Rouen,76170
124667,84,Metz,88190
78812,63.516666667,Saint-Germain-en-Laye,28500
88201,74,Reims,8380
92624,76,Lyon,69470
54129,34,Annecy,73490
202146,123,Bordeaux,40320
6451,4,Toulon,83160
206879,121,Clermont-Ferrand,19500
18317,18,Metz,57250
72670,55,Nantes,85290
17681,35,Les Ulis,78960
18452,18,Lyon,1390
47107,62,Paris,77860
214942,128,Clermont-Ferrand,87160
69197,49,Metz,57990
103138,67,Tours,45380
7266,26,Paris,92160
9081,12.483333333,Rennes,35740
55142,70,Melun,77156
78052,51,Reims,8430
65870,43,Strasbourg,57820
87695,68,Lille,59131
11265,29,Les Ulis,91570
11750,30,Lyon,69001
94276,55,Tours,45130
164946,111,Toulouse,11330
66439,44,Aix-en-Provence,13800
64314,55,Lyon,69590
41055,28,Lyon,38670
9539,28,Saint-Germain-en-Laye,78510
135113,107,Toulouse,9140
115734,75,Toulouse,47240
18260,36,Lyon,69350
86504,59,Dijon,21460
35415,27,Lyon,38540
194421,113,Bordeaux,19310
76280,62,Dijon,71350
127462,87,Bordeaux,16570
14091,17.366666667,Brest,29870
113577,71.883333333,Nantes,53200
30782,27,Aix-en-Provence,13190
109832,70,Les Ulis,45800
26005,28.466666667,Brest,29460
27600,25,Bordeaux,33370
229768,157,Toulouse,65120
57037,41,Melun,89720
26294,28.866666667,Lorient,29360
29465,46,Lyon,69520
124857,87,Caen,50460
67702,52,Grenoble,26530
71786,46,Toulouse,81150
78434,79,Reims,8240
16000,18,Poitiers,86800
87395,58.116666667,Rennes,53960
14634,14.583333333,Brest,29860
97076,86,Montpellier,48330
105121,75,Clermont-Ferrand,3640
72330,50,Toulouse,82410
38195,38,Avignon,30330
135306,114,Tours,36100
51908,36,Metz,57390
158544,97,Lille,62176
39197,35.966666667,Rouen,27370
73866,55.933333333,Brest,29630
34950,36,Metz,54800
51588,40.583333333,Lorient,29390
19834,37,Paris,93440
136469,88,Montpellier,12520
75728,54,Strasbourg,68340
29765,32.95,Rouen,27380
44688,29,Strasbourg,67330
17230,35,Paris,94500
49440,41,Cergy-Pontoise,60730
16188,13,Tours,37360
128082,77,Nantes,85200
178282,124,Toulouse,12580
19285,21,Aix-en-Provence,13119
38782,31,Metz,54700
57574,37,Lille,62400
98404,69,Toulouse,82190
10546,29,Sainte-Geneviève-des-Bois,91180
83365,75,Montpellier,30270
86089,80,Clermont-Ferrand,63600
64627,56,Nantes,85670
153959,99,Toulouse,65200
89625,71,Lille,59980
130445,85,Strasbourg,68800
72124,52.316666667,Rennes,53940
97626,70,Aix-en-Provence,4230
42475,34,Metz,57690
125094,83,Nantes,85580
87173,77,Bordeaux,33780
94555,83,Nantes,85740
129634,134,Donzère (reprise uniquement),48190
56017,41,Lille,62175
33071,30.166666667,Rennes,35890
45348,35,Lille,59174
80320,46,Lyon,71680
158925,106,Nantes,17540
81104,62,Clermont-Ferrand,63990
169691,102,Montpellier,66550
65110,48,Lyon,42290
135893,129,Grenoble,5160
69000,39,Nemours,45290
42581,35,Lille,59255
189201,116,Montpellier,66190
77638,49,Grenoble,26100
58273,54,Annecy,74120
111761,78,Metz,88450
50741,37,Aix-en-Provence,13121
86528,77,Annecy,73550
52921,49.233333333,Saint-Germain-en-Laye,27530
115698,78,Toulouse,81360
8206,26,Paris,92190
113352,67,Lille,62370
75000,52,Nemours,45230
37523,54,Paris,77290
148183,104.266666667,Brest,22620
34673,32,Grenoble,38570
146458,107,Clermont-Ferrand,43150
161750,118,Clermont-Ferrand,15800
58071,37,Lille,62196
89635,90,Nice,6660
183170,115,Clermont-Ferrand,58660
49280,35.366666667,Nantes,49600
22668,19,Strasbourg,67590
47364,63,Paris,60520
8023,26,Paris,75012
